Race,Age,Sex,Workclass,Marital-status
White,43,Male,Private,Divorced
White,64,Male,Private,Married-civ-spouse
White,21,Female,Private,Never-married
Black,47,Male,Local-gov,Divorced
Asian-Pac-Islander,48,Male,Private,Married-civ-spouse
White,57,Male,Private,Married-civ-spouse
White,37,Female,Private,Never-married
White,37,Male,Private,Divorced
White,51,Male,Self-emp-not-inc,Married-civ-spouse
White,32,Female,Private,Never-married
White,49,Male,Private,Married-civ-spouse
White,52,Male,Private,Married-civ-spouse
White,64,Male,Federal-gov,Married-civ-spouse
White,46,Female,Private,Divorced
White,24,Male,State-gov,Married-civ-spouse
White,39,Male,Private,Married-civ-spouse
White,23,Female,Private,Married-civ-spouse
White,30,Male,Private,Never-married
White,34,Female,Private,Divorced
White,30,Male,Private,Married-civ-spouse
Black,25,Female,Private,Never-married
Black,58,Male,Local-gov,Married-civ-spouse
White,32,Male,Private,Married-civ-spouse
Black,37,Female,Private,Separated
Black,35,Female,Private,Separated
White,18,Male,Private,Never-married
White,46,Female,Private,Divorced
White,44,Female,Private,Divorced
White,45,Female,Private,Divorced
White,40,Male,Private,Married-civ-spouse
White,38,Male,Private,Married-civ-spouse
White,47,Male,Private,Married-civ-spouse
White,49,Female,Private,Divorced
White,59,Male,State-gov,Married-civ-spouse
White,22,Female,Private,Never-married
White,44,Male,Local-gov,Married-civ-spouse
White,76,Female,Private,Widowed
White,50,Male,Local-gov,Never-married
White,33,Male,Local-gov,Married-civ-spouse
White,43,Male,Private,Married-civ-spouse
White,27,Female,Private,Married-civ-spouse
White,37,Male,Self-emp-inc,Married-civ-spouse
White,40,Male,Private,Married-civ-spouse
White,48,Male,Self-emp-inc,Never-married
White,49,Female,Private,Separated
White,22,Male,Private,Married-civ-spouse
White,42,Female,Private,Divorced
White,36,Female,Private,Divorced
Black,30,Female,State-gov,Never-married
White,42,Male,Private,Married-civ-spouse
White,56,Male,Private,Married-civ-spouse
White,55,Female,Private,Divorced
White,25,Male,Private,Married-civ-spouse
Asian-Pac-Islander,33,Female,Private,Never-married
White,55,Male,Private,Married-civ-spouse
White,47,Male,Private,Married-civ-spouse
White,23,Female,Private,Never-married
White,55,Female,Self-emp-inc,Divorced
White,43,Female,Private,Never-married
White,31,Male,Private,Married-civ-spouse
White,62,Female,State-gov,Widowed
White,42,Male,Local-gov,Married-civ-spouse
White,38,Male,Self-emp-not-inc,Married-civ-spouse
White,29,Male,Private,Never-married
White,26,Male,Private,Never-married
White,26,Female,Private,Married-civ-spouse
White,37,Male,Self-emp-not-inc,Married-civ-spouse
White,28,Female,Self-emp-not-inc,Never-married
White,60,Male,Self-emp-inc,Married-civ-spouse
White,51,Male,Self-emp-inc,Divorced
White,34,Male,Private,Married-civ-spouse
White,35,Male,Private,Divorced
White,27,Male,Local-gov,Married-civ-spouse
White,44,Female,Private,Divorced
White,25,Female,Private,Separated
White,32,Female,Private,Divorced
White,36,Male,Private,Married-civ-spouse
White,27,Male,Private,Never-married
White,40,Male,Private,Married-civ-spouse
White,43,Male,Private,Divorced
White,25,Male,Private,Never-married
White,41,Male,Private,Married-civ-spouse
White,30,Male,Private,Married-civ-spouse
White,26,Male,Private,Never-married
Other,52,Male,Private,Married-civ-spouse
White,32,Female,Private,Never-married
White,33,Male,Private,Married-civ-spouse
White,35,Male,Private,Married-civ-spouse
White,48,Female,Private,Widowed
White,62,Male,Self-emp-not-inc,Married-civ-spouse
Black,40,Female,Self-emp-not-inc,Never-married
White,28,Female,Private,Never-married
White,23,Female,Private,Never-married
White,50,Male,Federal-gov,Married-civ-spouse
White,51,Female,State-gov,Divorced
White,63,Male,Self-emp-not-inc,Married-civ-spouse
White,63,Female,Federal-gov,Widowed
White,40,Male,Private,Divorced
White,40,Male,Private,Never-married
White,41,Female,Private,Married-civ-spouse
Black,41,Male,Private,Never-married
White,20,Female,State-gov,Never-married
White,28,Male,Private,Married-civ-spouse
White,35,Male,Private,Married-civ-spouse
White,31,Male,Private,Married-civ-spouse
White,34,Male,Private,Married-civ-spouse
White,57,Male,Private,Married-civ-spouse
White,28,Female,Private,Never-married
White,38,Male,Private,Married-civ-spouse
White,37,Male,Private,Never-married
Black,43,Female,State-gov,Divorced
White,26,Male,Self-emp-not-inc,Married-civ-spouse
Black,26,Male,Private,Married-civ-spouse
White,27,Male,Private,Married-civ-spouse
White,33,Male,Private,Married-civ-spouse
White,45,Female,Private,Never-married
White,65,Male,Private,Married-civ-spouse
White,57,Male,Self-emp-not-inc,Married-civ-spouse
White,59,Female,Private,Divorced
White,18,Male,Private,Never-married
White,44,Male,Local-gov,Married-civ-spouse
White,37,Male,Private,Never-married
White,27,Male,Private,Married-civ-spouse
White,43,Female,Local-gov,Married-civ-spouse
White,59,Male,Self-emp-inc,Married-civ-spouse
White,19,Male,Private,Never-married
Black,36,Male,State-gov,Never-married
White,68,Male,Self-emp-not-inc,Married-civ-spouse
White,63,Female,Private,Widowed
White,37,Male,Private,Married-civ-spouse
White,46,Female,Local-gov,Divorced
White,31,Female,Private,Divorced
White,23,Male,Private,Never-married
White,22,Male,Private,Never-married
White,49,Male,Private,Married-civ-spouse
Black,36,Female,Private,Divorced
White,38,Male,Private,Divorced
White,46,Male,Local-gov,Married-civ-spouse
White,24,Female,Private,Never-married
Black,26,Female,Private,Never-married
White,40,Male,Private,Married-civ-spouse
White,31,Female,Local-gov,Never-married
White,42,Male,Private,Married-spouse-absent
White,48,Male,Self-emp-inc,Married-civ-spouse
White,50,Male,Private,Married-civ-spouse
White,17,Male,Private,Never-married
Black,21,Male,Private,Never-married
White,50,Female,Private,Divorced
White,49,Female,Private,Divorced
White,34,Female,Private,Married-civ-spouse
White,32,Male,Self-emp-not-inc,Married-civ-spouse
White,28,Male,Private,Married-civ-spouse
White,62,Male,Self-emp-inc,Married-civ-spouse
White,23,Male,Private,Never-married
Black,24,Female,State-gov,Never-married
White,31,Female,Private,Married-civ-spouse
White,36,Male,Private,Married-civ-spouse
White,58,Female,Private,Married-civ-spouse
White,39,Male,Private,Married-civ-spouse
White,21,Male,Private,Never-married
White,39,Male,Private,Married-civ-spouse
White,21,Female,Private,Never-married
White,33,Male,Private,Married-civ-spouse
White,37,Male,Private,Married-civ-spouse
White,29,Female,Local-gov,Never-married
White,43,Female,Private,Divorced
White,22,Male,Private,Never-married
White,25,Female,Private,Never-married
White,69,Male,Local-gov,Married-civ-spouse
White,17,Female,Private,Never-married
White,54,Female,Private,Widowed
Other,28,Male,Private,Married-civ-spouse
White,27,Female,Local-gov,Never-married
White,35,Male,Private,Divorced
White,38,Female,Private,Married-civ-spouse
White,33,Male,State-gov,Married-civ-spouse
White,26,Male,Private,Never-married
White,56,Female,Self-emp-inc,Married-civ-spouse
White,51,Female,Self-emp-not-inc,Married-civ-spouse
White,26,Female,Private,Never-married
White,33,Male,Private,Married-civ-spouse
White,44,Male,Private,Married-civ-spouse
White,36,Female,Private,Divorced
White,42,Male,Private,Divorced
White,44,Male,Private,Married-civ-spouse
White,44,Male,Private,Married-civ-spouse
White,21,Female,Private,Never-married
White,41,Male,Private,Married-civ-spouse
White,41,Male,Private,Married-civ-spouse
White,62,Male,Private,Married-civ-spouse
White,27,Male,Private,Separated
White,38,Male,Private,Married-civ-spouse
White,24,Male,Private,Never-married
White,22,Male,Private,Never-married
White,22,Male,Private,Never-married
White,51,Male,Private,Married-civ-spouse
White,31,Male,Private,Married-civ-spouse
White,42,Male,Local-gov,Married-civ-spouse
White,49,Male,Private,Married-civ-spouse
White,37,Female,Local-gov,Never-married
White,37,Male,Self-emp-not-inc,Married-civ-spouse
White,66,Male,Private,Married-civ-spouse
Black,46,Female,Private,Separated
White,52,Male,Private,Married-civ-spouse
White,23,Male,Private,Never-married
White,67,Male,Private,Widowed
White,19,Female,Private,Never-married
White,37,Female,Private,Never-married
White,42,Male,Self-emp-inc,Married-civ-spouse
Black,39,Male,Self-emp-not-inc,Married-civ-spouse
White,54,Male,Private,Married-civ-spouse
White,46,Male,Private,Married-civ-spouse
Black,33,Female,Private,Never-married
White,69,Female,Self-emp-not-inc,Widowed
White,21,Male,Private,Never-married
Black,27,Male,Private,Never-married
White,39,Male,Private,Married-civ-spouse
White,26,Female,Private,Divorced
White,36,Male,Private,Divorced
White,24,Male,Private,Never-married
White,35,Male,Private,Married-civ-spouse
Black,42,Female,Private,Divorced
White,37,Male,Private,Married-civ-spouse
White,41,Male,Private,Married-civ-spouse
Black,27,Female,Private,Never-married
White,42,Male,Self-emp-not-inc,Married-civ-spouse
White,18,Female,Private,Never-married
White,41,Male,Private,Married-civ-spouse
White,31,Male,Private,Married-civ-spouse
White,26,Male,Private,Married-civ-spouse
White,67,Female,Private,Widowed
White,37,Male,Private,Married-civ-spouse
White,51,Male,Private,Married-civ-spouse
White,40,Male,Private,Married-civ-spouse
White,25,Male,Private,Never-married
White,38,Male,Private,Married-civ-spouse
White,43,Male,Private,Separated
White,23,Female,Private,Separated
White,44,Male,Private,Married-civ-spouse
White,60,Female,Local-gov,Divorced
White,38,Female,Local-gov,Never-married
White,21,Male,Local-gov,Never-married
White,18,Female,Private,Never-married
Black,49,Female,Private,Divorced
White,43,Female,Private,Divorced
White,36,Male,Private,Married-civ-spouse
White,31,Female,Private,Married-civ-spouse
White,38,Female,Private,Divorced
White,43,Male,Self-emp-not-inc,Married-civ-spouse
White,58,Female,Private,Divorced
White,55,Female,Private,Divorced
Black,39,Female,Private,Divorced
White,38,Female,Private,Divorced
White,54,Male,Self-emp-not-inc,Widowed
White,57,Male,Self-emp-inc,Married-civ-spouse
White,35,Male,Local-gov,Married-civ-spouse
Asian-Pac-Islander,44,Male,Self-emp-not-inc,Married-civ-spouse
White,36,Male,Private,Married-civ-spouse
White,58,Male,Private,Married-civ-spouse
Black,39,Female,Private,Never-married
White,25,Female,Private,Never-married
White,54,Male,Local-gov,Married-civ-spouse
White,23,Female,Private,Never-married
White,37,Male,Private,Never-married
Black,60,Male,Federal-gov,Married-civ-spouse
White,66,Female,Local-gov,Widowed
Black,36,Male,Private,Married-civ-spouse
Asian-Pac-Islander,29,Female,Private,Never-married
White,25,Female,Private,Divorced
White,23,Male,Private,Never-married
Black,38,Male,Private,Never-married
White,33,Male,Private,Married-civ-spouse
White,49,Male,Self-emp-inc,Married-civ-spouse
White,57,Male,Self-emp-inc,Married-civ-spouse
White,57,Male,Local-gov,Married-civ-spouse
White,46,Female,Private,Never-married
White,37,Male,Self-emp-inc,Married-civ-spouse
White,43,Male,Self-emp-inc,Married-civ-spouse
White,26,Female,Private,Never-married
White,40,Female,Private,Separated
Black,39,Female,Private,Divorced
White,31,Male,Private,Married-civ-spouse
Black,27,Female,Private,Never-married
White,36,Male,Self-emp-not-inc,Married-civ-spouse
White,40,Female,Local-gov,Divorced
White,57,Male,Private,Married-civ-spouse
White,24,Female,Private,Never-married
White,30,Male,Private,Never-married
White,28,Male,Private,Never-married
White,22,Male,Private,Never-married
White,31,Male,Private,Never-married
White,33,Male,Private,Married-civ-spouse
White,20,Male,Private,Never-married
Other,25,Male,Private,Married-civ-spouse
White,49,Male,State-gov,Married-civ-spouse
White,21,Female,Private,Never-married
White,45,Male,Private,Married-civ-spouse
White,36,Male,Local-gov,Married-civ-spouse
White,23,Male,Private,Never-married
White,47,Male,Private,Married-civ-spouse
White,41,Male,Private,Divorced
White,30,Female,Private,Never-married
White,29,Male,Local-gov,Never-married
White,31,Female,Private,Divorced
Asian-Pac-Islander,55,Male,Private,Married-civ-spouse
White,19,Male,Private,Never-married
White,31,Female,State-gov,Married-civ-spouse
White,18,Male,State-gov,Never-married
White,68,Female,Private,Widowed
Black,36,Female,Local-gov,Never-married
White,44,Male,Private,Married-civ-spouse
White,58,Female,Self-emp-not-inc,Married-civ-spouse
Black,20,Female,Private,Never-married
White,18,Male,Private,Never-married
White,32,Female,Private,Never-married
White,49,Female,Self-emp-not-inc,Divorced
White,34,Male,Private,Married-civ-spouse
White,22,Female,Private,Never-married
White,40,Male,Private,Married-civ-spouse
White,35,Male,Private,Married-civ-spouse
White,26,Male,Private,Married-civ-spouse
Asian-Pac-Islander,44,Male,Self-emp-not-inc,Married-civ-spouse
White,55,Female,Private,Divorced
White,21,Male,Private,Married-civ-spouse
White,54,Female,Private,Married-civ-spouse
White,39,Female,Local-gov,Never-married
White,52,Male,Private,Divorced
White,57,Male,Self-emp-inc,Married-civ-spouse
White,58,Female,State-gov,Divorced
White,27,Male,Local-gov,Never-married
White,41,Male,Private,Divorced
White,18,Female,Private,Never-married
White,58,Male,Private,Widowed
White,50,Male,Private,Divorced
White,31,Male,Private,Never-married
White,32,Male,Private,Divorced
White,37,Male,Self-emp-not-inc,Married-civ-spouse
White,26,Male,Self-emp-not-inc,Married-civ-spouse
White,33,Male,Local-gov,Married-civ-spouse
Black,35,Female,State-gov,Never-married
White,44,Female,Private,Never-married
White,26,Male,Private,Never-married
White,48,Male,Federal-gov,Divorced
White,40,Male,Private,Never-married
White,62,Male,Private,Married-civ-spouse
White,37,Male,Private,Married-civ-spouse
White,18,Male,Private,Never-married
White,45,Male,Private,Married-civ-spouse
White,35,Male,Private,Married-civ-spouse
White,35,Male,Private,Divorced
White,34,Male,Self-emp-not-inc,Married-civ-spouse
White,29,Female,Private,Married-civ-spouse
White,19,Male,Private,Never-married
White,53,Male,State-gov,Married-civ-spouse
White,49,Male,Private,Divorced
White,71,Female,Private,Widowed
White,38,Male,Private,Married-civ-spouse
White,39,Male,Local-gov,Married-civ-spouse
White,23,Female,Private,Never-married
White,29,Male,Self-emp-inc,Married-civ-spouse
White,52,Male,Private,Divorced
White,41,Female,Private,Married-civ-spouse
White,20,Male,Private,Never-married
White,30,Male,Private,Married-civ-spouse
Black,56,Female,Private,Divorced
White,26,Female,Private,Divorced
White,36,Female,Federal-gov,Divorced
Black,26,Female,Local-gov,Never-married
Black,58,Male,Private,Married-civ-spouse
White,24,Male,Private,Never-married
White,27,Male,Private,Never-married
White,28,Male,State-gov,Separated
White,57,Male,Self-emp-inc,Married-civ-spouse
White,21,Female,State-gov,Never-married
White,50,Male,Private,Married-civ-spouse
Black,27,Male,Private,Married-civ-spouse
White,58,Female,Private,Never-married
White,27,Male,Self-emp-not-inc,Married-civ-spouse
Black,36,Female,Private,Separated
White,68,Male,Local-gov,Married-civ-spouse
White,19,Female,Private,Never-married
Black,26,Female,Private,Separated
Black,37,Female,Private,Never-married
White,53,Male,Private,Married-civ-spouse
Black,32,Male,Private,Never-married
White,18,Female,Private,Never-married
White,53,Male,Private,Married-civ-spouse
White,40,Male,Self-emp-not-inc,Married-civ-spouse
White,50,Female,Private,Divorced
White,43,Female,Private,Married-civ-spouse
White,60,Male,Private,Married-civ-spouse
White,28,Female,Self-emp-not-inc,Married-civ-spouse
White,34,Male,Private,Divorced
White,37,Male,Private,Divorced
White,25,Male,Private,Married-civ-spouse
White,46,Male,Private,Married-civ-spouse
White,26,Female,Private,Never-married
White,47,Female,Private,Never-married
White,18,Male,Private,Never-married
White,22,Female,Private,Never-married
White,36,Female,Private,Divorced
White,59,Male,Self-emp-not-inc,Married-civ-spouse
White,33,Female,Private,Married-civ-spouse
White,33,Male,Private,Divorced
White,44,Male,State-gov,Married-civ-spouse
White,55,Male,Private,Married-civ-spouse
White,56,Male,Private,Married-civ-spouse
White,54,Female,Self-emp-not-inc,Divorced
White,51,Male,Private,Divorced
White,31,Female,Private,Never-married
White,43,Male,Private,Married-civ-spouse
White,44,Female,Private,Divorced
White,22,Male,Private,Never-married
Amer-Indian-Eskimo,43,Male,State-gov,Married-civ-spouse
Black,26,Female,State-gov,Never-married
White,30,Male,Private,Never-married
White,30,Male,Private,Married-civ-spouse
White,46,Male,Private,Never-married
White,27,Male,Private,Married-civ-spouse
White,26,Male,Private,Married-civ-spouse
White,36,Male,Private,Never-married
White,25,Male,Self-emp-not-inc,Separated
Black,30,Female,Federal-gov,Never-married
Black,46,Male,State-gov,Married-civ-spouse
Black,47,Female,Private,Married-civ-spouse
White,66,Male,Self-emp-inc,Married-civ-spouse
White,43,Male,Private,Married-civ-spouse
White,36,Male,Federal-gov,Married-civ-spouse
White,44,Female,Local-gov,Widowed
White,42,Male,Private,Married-civ-spouse
White,39,Male,Private,Married-civ-spouse
White,36,Male,Private,Married-civ-spouse
White,60,Male,Self-emp-not-inc,Married-civ-spouse
White,37,Male,Private,Married-civ-spouse
White,26,Male,Private,Never-married
White,24,Female,Private,Never-married
White,45,Female,Local-gov,Divorced
White,54,Male,Private,Married-civ-spouse
White,22,Female,Private,Never-married
White,63,Male,Local-gov,Married-civ-spouse
White,22,Male,Private,Married-civ-spouse
White,27,Male,Private,Never-married
White,33,Male,Private,Married-civ-spouse
White,64,Female,Private,Widowed
White,50,Male,Private,Married-civ-spouse
White,44,Female,Self-emp-not-inc,Widowed
White,31,Male,Private,Married-civ-spouse
White,53,Male,Self-emp-not-inc,Married-civ-spouse
White,34,Male,Federal-gov,Married-civ-spouse
White,27,Male,Private,Never-married
White,31,Female,Private,Divorced
Black,40,Male,Private,Married-civ-spouse
White,53,Male,Local-gov,Married-civ-spouse
White,58,Male,Private,Married-civ-spouse
White,38,Male,Private,Married-civ-spouse
White,33,Male,Private,Married-civ-spouse
White,48,Male,Local-gov,Married-civ-spouse
White,31,Male,Self-emp-not-inc,Never-married
White,52,Male,Self-emp-not-inc,Married-civ-spouse
White,24,Male,Private,Never-married
White,45,Male,Self-emp-not-inc,Married-civ-spouse
White,36,Female,Private,Married-civ-spouse
White,52,Female,Private,Widowed
White,54,Male,Private,Married-civ-spouse
White,39,Male,Private,Married-civ-spouse
White,40,Male,Private,Married-civ-spouse
Asian-Pac-Islander,28,Male,Private,Never-married
White,23,Female,Private,Never-married
Black,36,Male,Self-emp-inc,Never-married
White,22,Female,Private,Never-married
White,55,Male,Local-gov,Married-civ-spouse
White,47,Male,Private,Married-civ-spouse
White,17,Male,Self-emp-inc,Never-married
White,31,Female,Private,Married-civ-spouse
Asian-Pac-Islander,32,Male,Private,Never-married
White,46,Male,Private,Married-civ-spouse
White,27,Female,Private,Never-married
White,39,Male,Federal-gov,Married-civ-spouse
White,40,Female,Private,Divorced
White,30,Female,Private,Never-married
White,17,Male,Private,Never-married
White,33,Male,Private,Never-married
White,36,Male,Private,Married-civ-spouse
White,32,Male,Private,Never-married
White,26,Male,Private,Never-married
White,22,Male,Private,Never-married
White,47,Male,Private,Married-civ-spouse
White,31,Male,Private,Never-married
White,28,Male,Self-emp-not-inc,Never-married
White,38,Female,Private,Never-married
White,34,Male,Private,Married-civ-spouse
White,44,Male,Private,Married-civ-spouse
Asian-Pac-Islander,27,Male,Private,Never-married
White,50,Male,Local-gov,Married-civ-spouse
Black,47,Female,Private,Married-civ-spouse
White,20,Male,Private,Never-married
White,24,Male,Private,Never-married
White,29,Male,Federal-gov,Married-civ-spouse
Black,37,Female,Local-gov,Never-married
White,42,Male,Private,Divorced
White,68,Female,Private,Never-married
Asian-Pac-Islander,22,Female,Local-gov,Never-married
White,72,Male,Self-emp-not-inc,Married-civ-spouse
Black,45,Male,Federal-gov,Married-civ-spouse
Black,30,Male,Local-gov,Married-civ-spouse
White,33,Male,Private,Married-civ-spouse
White,43,Male,Private,Married-civ-spouse
White,25,Male,Self-emp-not-inc,Married-civ-spouse
White,41,Female,Private,Divorced
White,25,Female,Private,Never-married
White,31,Male,State-gov,Married-civ-spouse
White,36,Male,Private,Married-civ-spouse
White,37,Male,Private,Married-civ-spouse
White,58,Male,Self-emp-not-inc,Married-civ-spouse
Black,26,Female,Private,Never-married
White,55,Male,Private,Married-civ-spouse
White,46,Male,Federal-gov,Married-civ-spouse
White,44,Female,Private,Never-married
Black,44,Male,Private,Married-civ-spouse
White,28,Male,State-gov,Never-married
White,42,Male,Private,Married-civ-spouse
White,41,Male,Private,Divorced
White,39,Male,Private,Married-civ-spouse
White,64,Male,Self-emp-not-inc,Married-civ-spouse
White,20,Male,Private,Never-married
White,45,Male,Local-gov,Married-civ-spouse
White,31,Male,Private,Married-civ-spouse
White,36,Male,Federal-gov,Married-civ-spouse
White,33,Male,Self-emp-not-inc,Married-civ-spouse
White,51,Female,Self-emp-not-inc,Divorced
White,36,Male,Private,Divorced
White,40,Male,Private,Never-married
White,44,Male,Private,Married-civ-spouse
White,40,Female,Private,Divorced
White,46,Female,Private,Divorced
White,31,Male,Self-emp-not-inc,Married-civ-spouse
White,30,Female,Private,Never-married
White,26,Male,Private,Married-civ-spouse
White,25,Male,Private,Never-married
White,35,Male,Self-emp-not-inc,Married-civ-spouse
White,29,Male,Private,Never-married
White,39,Male,Private,Separated
White,44,Male,Self-emp-not-inc,Divorced
White,37,Male,Private,Married-civ-spouse
White,79,Male,Self-emp-not-inc,Married-civ-spouse
Black,36,Male,Private,Married-civ-spouse
White,44,Male,Private,Married-civ-spouse
White,23,Male,Private,Married-civ-spouse
White,27,Female,Private,Never-married
White,46,Male,Self-emp-not-inc,Married-civ-spouse
White,58,Male,Private,Married-civ-spouse
White,36,Male,Private,Divorced
White,36,Male,Private,Married-civ-spouse
White,21,Male,Private,Never-married
White,41,Female,State-gov,Never-married
White,49,Male,Federal-gov,Married-civ-spouse
White,34,Female,Private,Married-civ-spouse
White,29,Male,Private,Married-civ-spouse
White,63,Male,Private,Married-civ-spouse
White,29,Female,Federal-gov,Never-married
White,65,Male,Private,Married-civ-spouse
White,26,Female,Private,Never-married
Asian-Pac-Islander,42,Male,Private,Married-civ-spouse
White,41,Male,Self-emp-not-inc,Married-civ-spouse
Black,22,Female,Local-gov,Never-married
White,18,Male,Private,Never-married
White,33,Male,Local-gov,Married-civ-spouse
White,46,Male,Local-gov,Married-civ-spouse
White,49,Female,Private,Married-civ-spouse
White,41,Female,State-gov,Married-civ-spouse
White,52,Female,Private,Divorced
White,40,Male,Private,Separated
White,53,Female,Federal-gov,Never-married
White,45,Male,Self-emp-not-inc,Married-civ-spouse
White,30,Male,Local-gov,Married-civ-spouse
White,56,Male,Private,Married-civ-spouse
White,24,Male,Private,Married-civ-spouse
White,71,Male,Self-emp-not-inc,Married-civ-spouse
White,20,Female,Self-emp-not-inc,Divorced
White,26,Male,Private,Married-civ-spouse
White,34,Male,Private,Married-civ-spouse
White,49,Female,Private,Separated
White,48,Male,Private,Married-civ-spouse
White,22,Female,Private,Never-married
White,30,Male,Private,Divorced
White,51,Male,Private,Divorced
White,32,Male,Self-emp-inc,Married-civ-spouse
White,52,Male,State-gov,Married-civ-spouse
Black,57,Female,Private,Divorced
White,35,Female,Private,Divorced
White,52,Male,Private,Married-civ-spouse
White,36,Female,Private,Divorced
White,33,Male,Private,Married-civ-spouse
White,31,Male,Self-emp-not-inc,Married-civ-spouse
White,31,Male,Private,Married-civ-spouse
White,28,Male,Private,Never-married
White,36,Male,Private,Divorced
White,58,Male,Self-emp-not-inc,Married-civ-spouse
White,56,Male,Private,Married-civ-spouse
White,35,Male,Private,Never-married
White,37,Male,Private,Married-civ-spouse
White,44,Female,Private,Married-spouse-absent
White,26,Male,Private,Never-married
White,51,Male,Private,Married-civ-spouse
White,31,Male,Private,Married-civ-spouse
White,30,Female,Private,Never-married
White,20,Female,Private,Never-married
Asian-Pac-Islander,21,Female,Private,Never-married
White,37,Male,Private,Married-civ-spouse
White,53,Male,State-gov,Married-civ-spouse
White,54,Male,Private,Married-civ-spouse
White,30,Male,Private,Married-civ-spouse
White,43,Female,State-gov,Married-spouse-absent
White,48,Female,Private,Divorced
White,42,Male,Self-emp-not-inc,Married-civ-spouse
White,62,Male,Private,Married-civ-spouse
White,31,Male,Private,Married-civ-spouse
White,22,Male,Private,Never-married
White,45,Male,Private,Married-civ-spouse
White,34,Male,Private,Separated
White,64,Male,Private,Married-civ-spouse
White,42,Male,Self-emp-not-inc,Married-civ-spouse
White,60,Male,Self-emp-not-inc,Married-civ-spouse
White,44,Male,Private,Never-married
White,45,Female,Private,Divorced
White,53,Male,Self-emp-not-inc,Married-civ-spouse
White,37,Male,Private,Married-civ-spouse
White,23,Female,Private,Never-married
Asian-Pac-Islander,28,Male,Private,Married-civ-spouse
White,55,Male,Private,Married-civ-spouse
White,58,Female,Private,Never-married
White,74,Male,Self-emp-inc,Married-civ-spouse
White,27,Male,Private,Never-married
Black,37,Female,Private,Divorced
White,44,Male,Self-emp-not-inc,Married-civ-spouse
White,23,Male,Private,Never-married
White,41,Male,Private,Married-civ-spouse
Asian-Pac-Islander,45,Male,Private,Married-civ-spouse
White,29,Male,Private,Divorced
White,33,Male,Private,Never-married
White,61,Male,Local-gov,Married-civ-spouse
White,22,Male,Private,Never-married
White,28,Male,Private,Never-married
White,30,Female,Private,Married-civ-spouse
White,20,Male,Private,Never-married
White,45,Male,Private,Married-civ-spouse
White,42,Female,Private,Divorced
White,34,Male,Private,Never-married
White,31,Male,Private,Married-civ-spouse
White,23,Female,Private,Never-married
White,50,Male,Private,Married-civ-spouse
White,40,Male,Private,Married-civ-spouse
White,57,Female,Private,Divorced
White,35,Female,Private,Married-civ-spouse
White,24,Male,Private,Never-married
White,27,Female,Private,Never-married
White,27,Female,Local-gov,Never-married
White,45,Male,Self-emp-inc,Married-civ-spouse
White,80,Male,Private,Married-civ-spouse
White,23,Male,State-gov,Never-married
White,46,Male,Private,Married-civ-spouse
White,38,Male,Private,Married-civ-spouse
White,50,Male,Private,Divorced
White,90,Male,Private,Married-civ-spouse
White,55,Male,Private,Married-civ-spouse
White,65,Female,Private,Widowed
White,37,Male,Private,Divorced
White,39,Female,State-gov,Married-civ-spouse
White,38,Male,Private,Married-civ-spouse
White,46,Male,Private,Married-civ-spouse
White,50,Male,Private,Married-civ-spouse
White,54,Male,Private,Married-civ-spouse
White,40,Male,Private,Never-married
White,30,Male,Private,Married-civ-spouse
White,50,Male,Private,Married-civ-spouse
White,28,Male,Private,Never-married
White,34,Male,Private,Married-civ-spouse
White,55,Male,Private,Divorced
White,20,Male,Private,Never-married
White,21,Male,Private,Never-married
White,39,Female,Private,Divorced
White,43,Male,Private,Married-civ-spouse
White,26,Female,Private,Never-married
White,45,Male,State-gov,Married-civ-spouse
White,31,Female,State-gov,Never-married
White,32,Male,Private,Married-civ-spouse
White,60,Male,Self-emp-not-inc,Married-civ-spouse
White,41,Male,Private,Married-civ-spouse
Black,21,Male,Private,Never-married
White,33,Male,Private,Divorced
White,43,Male,Private,Married-civ-spouse
White,27,Male,Private,Married-civ-spouse
White,18,Male,Self-emp-not-inc,Never-married
White,48,Male,Self-emp-not-inc,Married-civ-spouse
White,37,Male,Private,Divorced
White,58,Male,Private,Married-civ-spouse
Black,57,Male,Private,Married-civ-spouse
White,42,Female,Local-gov,Never-married
White,24,Male,Private,Never-married
White,26,Male,Private,Never-married
White,43,Male,Self-emp-inc,Divorced
White,34,Male,Private,Married-civ-spouse
White,38,Female,Private,Married-civ-spouse
White,51,Male,Self-emp-not-inc,Married-civ-spouse
White,49,Female,Self-emp-not-inc,Married-civ-spouse
White,26,Female,Private,Never-married
White,22,Male,Federal-gov,Married-civ-spouse
White,26,Male,Private,Divorced
White,45,Male,Private,Married-civ-spouse
White,39,Female,Private,Divorced
White,23,Male,Private,Married-civ-spouse
White,42,Male,Local-gov,Married-civ-spouse
White,39,Male,Federal-gov,Married-civ-spouse
White,43,Male,Federal-gov,Divorced
White,33,Male,Self-emp-not-inc,Never-married
White,68,Male,State-gov,Married-civ-spouse
Asian-Pac-Islander,32,Male,Private,Never-married
White,53,Female,Private,Married-civ-spouse
White,38,Male,Private,Married-civ-spouse
White,20,Male,Private,Never-married
White,26,Male,Private,Married-civ-spouse
White,23,Male,Private,Never-married
White,43,Female,State-gov,Divorced
White,29,Male,State-gov,Never-married
White,34,Female,Private,Separated
White,24,Male,Private,Never-married
White,44,Male,Local-gov,Married-civ-spouse
White,19,Male,Private,Never-married
